Country Name,Country Code,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2018","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2019","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2020","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2021","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2022",Political Stability and Absence of Violence/Terrorism: Estimate_2018,Political Stability and Absence of Violence/Terrorism: Estimate_2019,Political Stability and Absence of Violence/Terrorism: Estimate_2020,Political Stability and Absence of Violence/Terrorism: Estimate_2021,Political Stability and Absence of Violence/Terrorism: Estimate_2022,Rule of Law: Estimate_2018,Rule of Law: Estimate_2019,Rule of Law: Estimate_2020,Rule of Law: Estimate_2021,Rule of Law: Estimate_2022,"Internally displaced persons, total displaced by conflict and violence (number of people)_2018","Internally displaced persons, total displaced by conflict and violence (number of people)_2019","Internally displaced persons, total displaced by conflict and violence (number of people)_2020","Internally displaced persons, total displaced by conflict and violence (number of people)_2021","Internally displaced persons, total displaced by conflict and violence (number of people)_2022","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2018","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2019","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2020","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2021","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2022",Refugee population by country or territory of asylum_2018,Refugee population by country or territory of asylum_2019,Refugee population by country or territory of asylum_2020,Refugee population by country or territory of asylum_2021,Refugee population by country or territory of asylum_2022,Voice and Accountability: Estimate_2018,Voice and Accountability: Estimate_2019,Voice and Accountability: Estimate_2020,Voice and Accountability: Estimate_2021,Voice and Accountability: Estimate_2022,Control of Corruption: Estimate_2018,Control of Corruption: Estimate_2019,Control of Corruption: Estimate_2020,Control of Corruption: Estimate_2021,Control of Corruption: Estimate_2022,Losses due to theft and vandalism (% of annual sales for affected firms)_2018,Losses due to theft and vandalism (% of annual sales for affected firms)_2019,Losses due to theft and vandalism (% of annual sales for affected firms)_2020,Losses due to theft and vandalism (% of annual sales for affected firms)_2021,Losses due to theft and vandalism (% of annual sales for affected firms)_2022,Government Effectiveness: Estimate_2018,Government Effectiveness: Estimate_2019,Government Effectiveness: Estimate_2020,Government Effectiveness: Estimate_2021,Government Effectiveness: Estimate_2022,Proportion of seats held by women in national parliaments (%)_2018,Proportion of seats held by women in national parliaments (%)_2019,Proportion of seats held by women in national parliaments (%)_2020,Proportion of seats held by women in national parliaments (%)_2021,Proportion of seats held by women in national parliaments (%)_2022,Net migration_2018,Net migration_2019,Net migration_2020,Net migration_2021,Net migration_2022
Afghanistan,AFG,,,,,,-2.753262043,-2.652406931,-2.702631712,-2.518530369,-2.550801754,-1.688586712,-1.741318822,-1.831374288,-1.87635684,-1.658442259,2598000.0,2993000.0,3547000.0,4314000.0,4513000.0,,,,,,72228.0,72227.0,72278.0,66949.0,52159.0,-1.007052064,-1.006574869,-1.077688575,-1.567889929,-1.751587272,-1.502880573,-1.419499159,-1.493699789,-1.152327418,-1.183776498,,,,,,-1.501345396,-1.518614173,-1.60950923,-1.669562101,-1.879552364,,27.86885246,27.01612903,27.01612903,,-47205.0,-8082.0,166821.0,-183672.0,-65846.0
Albania,ALB,61.9,,,,,0.366642982,0.11004968,0.088576451,0.196294025,0.114945494,-0.414187849,-0.425378829,-0.376249194,-0.280372351,-0.165779099,2435166.6666666665,2797833.333333333,3103725.0,3774850.0,3949825.0,83.7,,,,,132.0,120.0,105.0,109.0,2676.0,0.188694432,0.141880304,0.086402573,0.085914411,0.139465705,-0.545840263,-0.563899636,-0.572924495,-0.576535523,-0.407875538,,4.5,,,,0.080650173,-0.062144101,-0.15488033,-0.035360068,0.065062843,27.85714286,29.50819672,29.50819672,35.71428571,35.71428571,-9106.0,-8889.0,-9117.0,-10612.0,-8000.0
Algeria,DZA,63.79230769230769,,,,,-0.84212178,-1.055829883,-0.847814322,-0.992437243,-0.741771519,-0.807303429,-0.86179626,-0.800302982,-0.832210958,-0.832472682,2272333.333333333,2602666.6666666665,2660450.0,3235700.0,3386650.0,81.96428571428572,,,,,94341.0,98599.0,97651.0,97890.0,99107.0,-0.995128453,-1.05331111,-1.087952256,-1.009323955,-1.003874183,-0.658660114,-0.655895114,-0.666460216,-0.635657609,-0.637929857,,4.369565217391305,,,,-0.488373935,-0.567730427,-0.573433459,-0.653295338,-0.513090253,25.75757576,25.75757576,25.75757576,8.108108108,8.108108108,-36227.0,-36386.0,-18797.0,-18797.0,-9999.0
American Samoa,ASM,65.68461538461538,,,,,1.166080236,1.145717978,1.09160161,1.068576336,1.128859043,1.296713471,1.268459797,1.119430304,1.138901711,1.221117854,2109500.0,2407500.0,2217175.0,2696550.0,2823475.0,80.22857142857143,,,,,76179.33333333333,74330.33333333333,73697.66666666667,73941.66666666667,74576.0,0.0260966119999999,1.323771,0.952043474,0.960498691,0.95764786,1.780909538,1.780709863,1.266005278,1.279871821,1.27020359,,4.239130434782608,,,,0.498739511,0.490093946,0.632899344,0.639231384,0.667918146,28.95021645,36.093073595,36.093073595,27.268339769,27.268339769,-1652.0,-1650.0,-1636.0,-1646.0,-810.0
Andorra,AND,67.57692307692308,,,,,1.391008735,1.577211499,1.588571787,1.581067443,1.587736487,1.536625862,1.510484815,1.61627841,1.64212966,1.48544991,1946666.6666666665,2212333.333333333,1773900.0,2157400.0,2260300.0,78.49285714285715,,,,,58017.66666666666,50061.66666666666,49744.333333333336,49993.333333333336,50045.0,1.047321677,1.108411908,1.086253405,1.033412814,1.102832913,1.179165602,1.176592231,1.266005278,1.279871821,1.27020359,,4.108695652173913,,,,1.879265428,1.852065086,1.749414086,1.749253273,1.495304942,32.14285714,46.42857143,46.42857143,46.42857143,46.42857143,1184.0,1238.0,1474.0,1377.0,200.0
Angola,AGO,69.46923076923076,,,,,-0.347750902,-0.370094687,-0.600726008,-0.709369481,-0.64624089,-1.000932217,-1.025190949,-0.950999379,-0.984480023,-1.021904588,1783833.3333333333,2017166.6666666667,1330625.0,1618250.0,1697125.0,76.75714285714285,,,,,39856.0,25793.0,25791.0,26045.0,25514.0,-0.903365195,-0.793237388,-0.816002846,-0.85489428,-0.797131121,-1.199250937,-1.058417916,-0.938672543,-0.651610196,-0.601941288,,3.978260869565217,,,,-1.005115032,-1.128562331,-1.258393884,-1.128076315,-1.040429354,30.45454545,30.0,30.0,29.54545455,33.63636364,61632.0,58986.0,7557.0,29089.0,-1000.0
Antigua and Barbuda,ATG,71.36153846153846,,,,,0.822919726,0.937967896,0.929504931,0.949530005,0.943862259,0.376565635,0.363741606,0.407973528,0.303531021,0.391315579,1621000.0,1822000.0,887350.0,1079100.0,1133950.0,75.02142857142857,,,,,21649.0,14825.0,14878.0,15047.5,14804.0,0.579138517,0.731873512,0.742793262,0.730730891,0.721560717,0.236239702,0.239498109,0.238533273,0.231979251,0.310604453,,3.8478260869565215,,,,-0.053470802,-0.05469453,-0.204486713,-0.193284988,-0.159468576,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,73.25384615384615,,,,,0.006809914,-0.097864307,-0.072026245,0.000468279,-0.009163282,-0.219662562,-0.427303702,-0.487334788,-0.476669818,-0.480682313,1458166.6666666665,1626833.3333333335,444075.0,539950.0,570775.0,73.28571428571429,,,,,3442.0,3857.0,3965.0,4050.0,4094.0,0.539418399,0.571178675,0.585294366,0.611695528,0.543526769,-0.098668173,-0.106940247,-0.163780659,-0.422272921,-0.447030485,,3.717391304347826,,,,0.028094053,-0.120677568,-0.253818214,-0.389672071,-0.282877296,38.91050584,40.15748031,40.85603113,44.74708171,44.74708171,4690.0,4478.0,2344.0,2344.0,3886.0
Armenia,ARM,75.14615384615385,,,,,-0.451120526,-0.420044243,-0.771642268,-0.804036558,-0.797183931,-0.19733353,-0.177528098,-0.125852257,-0.119232148,-0.168567225,1295333.3333333333,1431666.6666666667,800.0,800.0,7600.0,71.55,,,,,17966.0,17980.0,107910.0,34728.0,34634.0,-0.130894393,0.054725666,0.047159709,0.054073099,0.08823394,-0.40889135,-0.226975173,-0.0034387,0.048978329,0.028035237,,3.5869565217391304,1.3,,,-0.170385882,-0.225958586,-0.304616541,-0.281927228,-0.314229518,18.0952381,23.48484848,23.48484848,33.64485981,35.51401869,-25835.0,-25363.0,-12825.0,-12825.0,-5000.0
Aruba,ABW,77.03846153846153,,,,,1.337275505,1.335668564,1.371497393,1.431547046,1.474684358,1.259411931,1.227761626,1.270262361,1.247303724,1.278907537,1132500.0,1236500.0,184350.0,164350.0,170450.0,69.81428571428572,,,,,37450.0,38254.5,82660.5,45167.0,44532.0,1.282692909,1.262557507,1.282142997,1.018640995,1.009181976,1.207429409,1.174702883,1.199391723,0.801610887,0.756784737,,3.4565217391304346,1.28,,,1.013473153,0.987836778,1.075224519,1.084040165,1.105333328,23.380952385,26.97421232,26.97421232,32.38534381,36.96230736,367.0,412.0,0.0,501.0,164.0
Australia,AUS,78.93076923076923,,,,,0.970811963,0.917313099,0.861676931,0.835315883,0.933572054,1.67455554,1.694471836,1.614245057,1.639288187,1.510085225,969666.6666666664,1041333.3333333336,367900.0,327900.0,333300.0,68.07857142857142,,,,,56934.0,58529.0,57411.0,55606.0,54430.0,1.393920898,1.269635201,1.298030496,1.358394265,1.319480419,1.767377615,1.788173079,1.632955909,1.707646132,1.764489532,,3.3260869565217392,1.26,,,1.556063771,1.538760424,1.57377553,1.473996282,1.528874636,28.66666667,30.46357616,30.46357616,31.12582781,38.41059603,220307.0,235860.0,117929.0,117929.0,139991.0
Austria,AUT,80.82307692307693,,,,,0.884671748,0.892080426,0.887528837,0.899418652,0.637995362,1.853449583,1.862250328,1.770163417,1.752518773,1.705850244,806833.3333333333,846166.666666667,551450.0,491450.0,496150.0,66.34285714285714,,,,,128779.0,135951.0,141816.0,152514.0,258613.0,1.39915669,1.336874366,1.39443779,1.386760116,1.408760786,1.568366051,1.521409035,1.477789164,1.24299264,1.258619428,,3.1956521739130435,1.24,0.5,,1.456104994,1.492244124,1.606263638,1.530020237,1.465450168,34.42622951,39.3442623,39.3442623,40.43715847,40.98360656,35404.0,41105.0,20314.0,20314.0,19999.0
Azerbaijan,AZE,82.71538461538461,,,,,-0.711426675,-0.693412125,-0.852247477,-0.837816358,-0.931885719,-0.619775176,-0.610212207,-0.730720103,-0.606355965,-0.624645591,644000.0,651000.0,735000.0,655000.0,659000.0,64.60714285714286,,,,,1130.0,1109.0,1572.0,1676.0,6414.0,-1.508211613,-1.528813601,-1.541516423,-1.52770555,-1.440835834,-0.852769494,-0.849424362,-1.077084064,-0.847372115,-1.040572286,,3.065217391304348,1.22,0.5105263157894737,,-0.145044252,-0.128107175,-0.155563846,0.213416561,-0.040657915,16.8,16.80672269,17.3553719,18.18181818,18.33333333,1583.0,392.0,1084.0,1084.0,0.0
"Bahamas, The",BHS,84.6076923076923,,,,,0.847560644,0.801466107,0.830237448,0.850836754,0.883432567,0.069533847,0.046137974,0.023263842,0.070441306,0.133635864,571333.3333333334,576000.0,632000.0,579000.0,581333.3333333334,62.87142857142857,,,,,14.0,10.0,15.0,10.0,10.0,0.774486244,0.904696941,0.91546458,0.904381931,0.869135797,1.095535636,1.102446318,1.10620594,1.152453542,1.256189942,,2.9347826086956523,1.2000000000000002,0.5210526315789473,,0.500147343,0.445289075,0.405644178,0.419716477,0.424218327,12.82051282,12.82051282,12.82051282,17.94871795,17.94871795,1001.0,1001.0,0.0,485.0,1000.0
Bahrain,BHR,86.5,,,,,-0.846307814,-0.626835167,-0.61010927,-0.524779737,-0.407028496,0.383981407,0.464157701,0.455399364,0.441886842,0.438828617,498666.6666666666,501000.0,529000.0,503000.0,503666.6666666666,61.135714285714286,,,,,262.0,251.0,256.0,256.0,255.0,-1.41806531,-1.428691983,-1.453301787,-1.49894762,-1.417561769,-0.176231503,-0.038097262,-0.09359394,0.144544184,0.139385641,,2.8043478260869565,1.1800000000000002,0.531578947368421,,0.119554743,0.245266825,0.390768141,0.683325052,0.640424907,15.0,15.0,15.0,15.0,20.0,-3601.0,-17127.0,-48716.0,-9150.0,0.0
Bangladesh,BGD,63.8,,,,,-0.985568643,-0.928613365,-0.915807784,-1.036632776,-1.092371106,-0.649730861,-0.644387662,-0.56792897,-0.625113249,-0.60133934,426000.0,426000.0,426000.0,427000.0,426000.0,59.4,,,,,906640.0,854779.0,866534.0,918907.0,952384.0,-0.742027104,-0.741844893,-0.769557953,-0.77454257,-0.752661884,-0.926946819,-1.016993523,-1.003677249,-0.985860944,-1.07552731,,2.6739130434782608,1.16,0.5421052631578948,7.8,-0.762530446,-0.753748298,-0.77972573,-0.655627787,-0.762551904,20.28571429,20.63037249,20.91690544,20.85714286,20.85714286,-323380.0,-344054.0,-61154.0,-174500.0,-309977.0
Barbados,BRB,56.08,,,,,0.900504649,1.032812834,1.120577455,1.118416667,1.15202713,0.363926589,0.324169725,0.296676338,0.341037989,0.358760208,341500.0,341500.0,341500.0,342140.0,341040.0,54.78,,,,,454432.5,428752.0,434717.0,460818.0,486049.5,1.102098107,1.101166368,1.125459075,1.121885657,1.128645539,1.371912479,1.15944016,1.194066882,1.213400602,1.284573436,,2.5434782608695654,1.14,0.5526315789473685,7.7851351351351346,0.385415733,0.592136741,0.444022268,0.498197883,0.428703636,20.0,20.0,20.0,20.0,26.66666667,-65.0,-65.0,0.0,-28.0,-80.0
Belarus,BLR,48.36,,,,,0.353457749,0.344906747,-0.887608171,-0.754245222,-0.793873549,-0.892303824,-0.858075738,-1.082241893,-1.121383548,-1.221556544,257000.0,257000.0,257000.0,257280.0,256080.0,50.16,,,,,2225.0,2725.0,2900.0,2729.0,19715.0,-1.363152385,-1.407399416,-1.453498125,-1.5807724,-1.626395226,-0.154802009,0.007285738,-0.133964226,-0.258149892,-0.579676211,2.0,2.4130434782608696,1.12,0.5631578947368421,7.77027027027027,-0.297697932,-0.174313709,-0.82950896,-0.804550171,-0.851105094,34.54545455,40.0,40.0,40.0,40.0,15731.0,15082.0,13589.0,12961.0,30308.0
Belgium,BEL,40.64,,,,,0.393630445,0.458316237,0.521023035,0.662566304,0.575668812,1.33861649,1.33622694,1.328004122,1.292380214,1.348942399,172500.0,172500.0,172500.0,172420.0,171120.0,45.54,,,,,42158.0,61662.0,64973.0,74063.0,150713.0,1.330212235,1.308348417,1.278445244,1.271479845,1.292608738,1.429420352,1.448995948,1.445956349,1.455525041,1.495048642,2.357142857142857,2.282608695652174,1.1,0.5736842105263158,7.755405405405405,1.224721551,1.113467336,1.078783035,1.087033391,1.227658749,38.0,42.0,41.33333333,42.0,42.66666667,55439.0,54395.0,53428.0,52356.0,23999.0
Belize,BLZ,32.92,,,,,-0.002222205,0.061934385,0.518612146,0.272381902,0.426349759,-0.842277706,-0.855515778,-0.825402975,-0.8000862,-0.720759094,88000.0,88000.0,88000.0,87560.0,86160.0,40.92,,,,,29.0,29.0,29.0,86.0,145.0,0.431013256,0.504456103,0.523253381,0.542922258,0.532865047,-0.169436514,-0.191070929,-0.193349361,-0.330022901,-0.237028584,2.7142857142857144,2.1521739130434785,1.085714285714286,0.5842105263157895,7.7405405405405405,-0.627337217,-0.634144604,-0.603375793,-0.526224077,-0.356178641,9.375,9.375,9.677419355,12.5,12.5,1185.0,1164.0,0.0,577.0,600.0
Benin,BEN,25.2,,,,31.6,-0.147074759,-0.420259506,-0.443083793,-0.396347791,-0.349461377,-0.691577911,-0.677024126,-0.764496326,-0.629469573,-0.602389514,3500.0,3500.0,3500.0,2700.0,1200.0,36.3,,,,,1167.0,1238.0,1396.0,1736.0,1779.0,0.248301506,0.061107021,-0.073199019,-0.242977664,-0.348290831,-0.391388416,-0.330108225,-0.040327787,-0.170943543,-0.124255605,3.071428571428571,2.0217391304347827,1.0714285714285716,0.5947368421052632,7.725675675675675,-0.631400347,-0.490515828,-0.290780723,-0.237670884,-0.164296001,7.228915663,7.228915663,7.228915663,8.43373494,7.407407407,3368.0,3363.0,1732.0,1732.0,-200.0
Bermuda,BMU,25.88571428571429,,,,35.34615384615385,1.133034587,1.051399589,1.00336504,1.002396107,1.034533978,0.816888571,0.784409344,0.622582138,0.635673702,0.692453921,27375.0,2343.666666666667,27375.0,25025.0,23650.0,37.04285714285714,,,,,1045.3333333333333,1113.0,1302.6666666666667,1529.3333333333333,1558.0,0.1453477759999999,0.0675482585,0.0391341895,-0.011646554,-0.096367419,1.179165602,1.176592231,1.266005278,1.279871821,1.27020359,3.428571428571429,1.891304347826087,1.0571428571428572,0.6052631578947368,7.710810810810811,1.327054977,1.307276726,1.470285416,1.471747875,1.219509363,11.0612663415,11.0612663415,11.0612663415,12.72750577,12.3993558785,306.0,290.0,291.0,291.0,0.0
Bhutan,BTN,26.57142857142857,,,,39.09230769230769,1.077452898,1.065351009,1.013411403,0.797127724,0.864817739,0.548555255,0.584862649,0.579251528,0.604691029,0.672034562,51250.0,1187.3333333333337,51250.0,47350.0,46100.0,37.785714285714285,,,,,923.6666666666666,988.0,1209.3333333333333,1322.6666666666667,1337.0,0.042394046,0.073989496,0.151467398,0.219684556,0.155555993,1.590518117,1.57226634,1.618236542,1.507121086,1.514259338,3.7857142857142856,1.7608695652173916,1.042857142857143,0.6157894736842106,7.695945945945946,0.283261538,0.251602799,0.300448269,0.701729655,0.556007385,14.89361702,14.89361702,14.89361702,17.0212766,17.39130435,291.0,291.0,291.0,291.0,300.0
Bolivia,BOL,27.257142857142856,,,,42.83846153846154,-0.28669095,-0.728338599,-0.453478873,-0.278813034,-0.283260942,-1.211845517,-1.18922472,-1.219215512,-1.176882386,-1.300902247,75125.0,31.0,75125.0,69675.0,68550.0,38.52857142857143,,,,,802.0,863.0,1116.0,1116.0,1116.0,-0.059398498,-0.116986528,-0.085180767,-0.114208892,-0.198109388,-0.68817246,-0.780918837,-0.844050765,-0.883186758,-0.889222622,4.142857142857142,1.6304347826086958,1.0285714285714287,0.6263157894736842,7.681081081081081,-0.329635829,-0.790492654,-0.725854099,-0.762389004,-0.563976765,53.07692308,53.07692308,46.15384615,46.15384615,46.15384615,-9345.0,-8978.0,-4666.0,-4666.0,-3000.0
Bosnia and Herzegovina,BIH,27.942857142857143,,,,46.58461538461538,-0.400912255,-0.424830645,-0.447489053,-0.421767116,-0.43937102,-0.225131854,-0.225027755,-0.315116078,-0.302860886,-0.306685209,99000.0,99000.0,99000.0,92000.0,91000.0,39.27142857142857,,,,,5227.0,5241.0,5232.0,240.0,274.0,-0.25929305,-0.243577123,-0.322684556,-0.316597819,-0.325712889,-0.605827153,-0.646842897,-0.642686784,-0.665344417,-0.683835208,4.5,1.5,1.0142857142857145,0.6368421052631579,7.666216216216216,-0.670606136,-0.706194878,-1.075679064,-1.073743939,-1.064426422,21.42857143,21.42857143,26.19047619,26.19047619,16.66666667,-29154.0,-27848.0,-26857.0,-25865.0,-500.0
Botswana,BWA,28.628571428571423,,,,50.33076923076924,0.958273768,1.095207453,1.013090372,1.041259646,1.077516079,0.383702308,0.434365034,0.382423937,0.454513997,0.467351377,90333.33333333331,175833.3333333333,261666.66666666663,56500.0,48300.0,40.01428571428571,,,,,2044.0,1113.0,617.0,688.0,733.0,0.46232906,0.49802646,0.488893241,0.451135844,0.446497649,0.719505966,0.686288655,0.611279488,0.665826142,0.661455095,4.857142857142858,1.72,1.0,0.6473684210526316,7.651351351351352,0.254732549,0.375697076,0.167751253,0.323804677,0.463997155,9.523809524,10.76923077,10.76923077,10.76923077,11.11111111,3819.0,2933.0,1816.0,1816.0,3000.0
Brazil,BRA,29.314285714285717,,,,54.07692307692308,-0.459640145,-0.714393616,-0.445607245,-0.41969654,-0.3314659,-0.302387714,-0.224174306,-0.23170203,-0.300649881,-0.257250935,81666.66666666667,252666.66666666663,424333.3333333333,21000.0,5600.0,40.75714285714285,,,,,11304.0,32844.0,59092.0,61956.0,67522.0,0.37796551,0.302083343,0.288439423,0.255604923,0.214864358,-0.480606288,-0.40767929,-0.428935021,-0.498797685,-0.566063046,5.214285714285714,1.94,0.9857142857142858,0.6578947368421053,7.636486486486486,-0.520446002,-0.233971298,-0.4653593,-0.492295623,-0.587532163,15.00974659,15.00974659,14.61988304,15.20467836,17.73879142,67934.0,69186.0,56880.0,20376.0,6425.0
British Virgin Islands,VGB,30.0,,,,57.823076923076925,0.3880867365,0.198285043,0.3711955844999999,0.3759775904999999,0.4629510344999999,0.148192853,0.1814402415,0.3329572975,0.2802791595,0.3384793249999999,73000.0,329500.0,587000.0,410750.0,474700.0,41.5,,,,,14171.333333333334,28708.666666666668,46432.333333333336,48914.0,103780.33333333334,-0.2398748395,-0.3328186124999999,-0.321283266,-0.2966071665,-0.3008259015,0.1404406279999999,0.1804495004999999,0.4096452149999999,0.358780071,0.3043782714999999,5.571428571428571,2.16,0.9714285714285716,0.668421052631579,7.621621621621621,0.3463701309999999,0.5225156245,0.4590655715,0.4572482109999999,0.4173562524999999,12.0503278405,12.0503278405,11.8553960655,12.1477937255,13.4148502555,221.0,253.0,272.0,128.0,200.0
Brunei Darussalam,BRN,30.685714285714283,,,,61.56923076923077,1.235813618,1.110963702,1.187998414,1.171651721,1.257367969,0.59877342,0.587054789,0.897616625,0.8612082,0.934209585,64333.333333333336,406333.3333333333,749666.6666666666,800500.0,943800.0,42.24285714285714,,,,,17038.666666666668,24573.333333333336,33772.66666666667,35872.0,140038.6666666667,-0.857715189,-0.967720568,-0.931005955,-0.848819256,-0.816516161,0.761487544,0.768578291,1.248225451,1.216357827,1.174819589,5.928571428571429,2.38,0.9571428571428572,0.6789473684210526,7.606756756756757,1.213186264,1.279002547,1.383490443,1.406792045,1.422244668,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,-638.0,-587.0,-395.0,-192.0,0.0
Bulgaria,BGR,31.37142857142857,,,,65.31538461538462,0.444267064,0.561198294,0.40158087,0.364647597,0.24625206,-0.105625674,-0.036942877,-0.127281368,-0.068356052,-0.107211575,55666.66666666667,483166.6666666666,912333.3333333333,1190250.0,1412900.0,42.98571428571429,,,,,19906.0,20438.0,21113.0,22830.0,176297.0,0.365130007,0.354615122,0.259695321,0.284617066,0.285204858,-0.188040331,-0.180789098,-0.322116584,-0.257637173,-0.157897115,6.285714285714286,2.6,0.942857142857143,0.6894736842105263,7.591891891891891,0.112081617,0.173825905,-0.213883147,-0.172955215,-0.270799845,23.75,25.83333333,26.66666667,23.75,24.16666667,-12115.0,-11439.0,-9902.0,-8716.0,-4800.0
Burkina Faso,BFA,32.05714285714286,,,,69.06153846153846,-1.060256481,-1.30215323,-1.537941337,-1.642869711,-1.782517433,-0.458880723,-0.465154022,-0.468150288,-0.464600652,-0.60767895,47000.0,560000.0,1075000.0,1580000.0,1882000.0,43.72857142857143,,,15.9,,25120.0,25869.0,20252.0,25010.0,34375.0,-0.061017469,-0.207359269,-0.187733844,-0.118603125,-0.633902013,-0.131240994,-0.220120952,-0.122583754,-0.083034024,-0.08361081,6.642857142857143,2.536842105263158,0.9285714285714286,0.7000000000000001,7.577027027027027,-0.64393878,-0.778358161,-0.707874298,-0.763961494,-0.825155377,11.02362205,13.38582677,6.299212598,6.299212598,16.90140845,-23971.0,-25277.0,-5665.0,-13097.0,-24998.0
Burundi,BDI,32.74285714285714,,,,72.8076923076923,-1.570218563,-1.624993443,-1.542314768,-1.258357525,-1.188869476,-1.513906837,-1.453600526,-1.339616895,-1.312593341,-1.277139783,32000.0,23000.0,22000.0,19000.0,8500.0,44.471428571428575,,,16.81764705882353,,71501.0,78465.0,75461.0,81491.0,84636.0,-1.669483781,-1.723770499,-1.526869416,-1.402987719,-1.387992978,-1.478066683,-1.496806622,-1.562949181,-1.599391341,-1.518141747,7.0,2.473684210526316,0.9142857142857144,0.7105263157894737,7.562162162162162,-1.449707508,-1.374779701,-1.302272558,-1.357401729,-1.262840748,36.36363636,36.36363636,38.21138211,38.21138211,38.21138211,68145.0,14241.0,-10186.0,-14415.0,2000.0
Cabo Verde,CPV,33.42857142857143,,,,76.55384615384615,0.833078504,0.859521031,0.874160886,0.894233108,0.929428399,0.39301616,0.452138633,0.433581084,0.331181914,0.36523217,244000.0,338333.3333333333,349000.0,315666.6666666667,334666.6666666667,45.21428571428572,,,17.735294117647058,,174443.0,187729.6666666667,195772.6666666667,40757.5,42330.0,0.975099623,0.947817028,0.910778642,0.928584516,0.935108244,0.75564152,0.851036787,0.845997393,1.016948581,0.983122945,7.357142857142858,2.4105263157894736,0.9,0.7210526315789474,7.547297297297297,0.340959072,0.278715849,0.197070047,-0.001368927,-0.026202837,23.61111111,23.61111111,25.0,38.88888889,38.88888889,-1323.0,-1296.0,-1274.0,-1274.0,-1256.0
Cambodia,KHM,34.114285714285714,,,,80.3,0.110811263,-0.075531386,-0.209088624,-0.131573156,-0.036172446,-1.134575367,-0.954869926,-0.963570416,-0.919126272,-0.866584659,456000.0,653666.6666666666,676000.0,612333.3333333334,660833.3333333334,45.957142857142856,,,18.652941176470588,87.8,277385.0,296994.3333333334,316084.3333333334,24.0,24.0,-1.232750416,-1.21988368,-1.356537819,-1.433532953,-1.309167027,-1.356795192,-1.323165655,-1.271122456,-1.197489381,-1.24149859,7.714285714285714,2.347368421052632,0.8857142857142858,0.7315789473684211,7.532432432432432,-0.600180507,-0.623606086,-0.451601684,-0.478109896,-0.351662397,20.0,20.0,20.0,21.6,20.8,-51685.0,-55607.0,-22308.0,-24262.0,-29998.0
Cameroon,CMR,34.8,,,,80.0720588235294,-1.401759028,-1.561764836,-1.513643622,-1.394035697,-1.352949023,-1.102895379,-1.143522501,-1.168966174,-1.117601871,-1.045376182,668000.0,969000.0,1003000.0,909000.0,987000.0,46.7,,,19.57058823529412,87.01463414634146,380327.0,406259.0,436396.0,457269.0,473887.0,-1.129023314,-1.211602569,-1.207354903,-1.161666274,-1.148244619,-1.162674546,-1.218713284,-1.140349984,-1.117182374,-1.127934813,8.071428571428571,2.284210526315789,0.8714285714285714,0.7421052631578948,7.517567567567568,-0.857515574,-0.866170049,-0.931451499,-0.90432471,-0.881544709,31.11111111,31.11111111,33.88888889,33.88888889,33.88888889,-9185.0,-12254.0,-9889.0,-9889.0,-4800.0
Canada,CAN,37.05652173913043,,,,79.84411764705882,0.963774383,0.994817913,1.013104677,0.962195992,0.772814035,1.715095401,1.719728947,1.618298292,1.593748927,1.566220164,659000.0,843333.3333333334,896000.0,836666.6666666666,830000.0,46.353191489361706,,,20.488235294117647,86.22926829268292,114101.0,101757.0,109214.0,130125.0,140621.0,1.501851201,1.429908872,1.471053362,1.445782304,1.434968352,1.789857745,1.729976535,1.565556288,1.616529822,1.658579826,8.428571428571429,2.221052631578948,0.8571428571428572,0.7526315789473684,7.5027027027027025,1.675177932,1.697395086,1.598744869,1.563524604,1.567070484,26.94610778,28.99408284,28.99408284,30.47337278,30.47337278,417974.0,391914.0,195181.0,195181.0,248586.0
